Temperatur;Magnetisierung;statistischer Fehler
1.0;0.999184965986;5.63936551636e-05
1.5;0.981861632653;0.00094323814587
2.0;0.793927278912;0.00621032056624
2.5;0.419641156463;0.00511241403308
3.0;0.286710272109;0.00259528046167
3.5;0.236632517007;0.00144420675397
4.0;0.210986598639;0.00125529314955
4.5;0.193569115646;0.00131728163068
5.0;0.182203605442;0.00100533532291
