Temperatur;Magnetisierung;statistischer Fehler
1.0;0.998654791667;0.000313773170348
1.5;0.969671041667;0.00112923468045
2.0;0.83921375;0.00366372540649
2.5;0.6463075;0.00366971927855
3.0;0.506284583333;0.00353584597668
3.5;0.423756875;0.00294212174095
4.0;0.376097916667;0.00199585355766
4.5;0.344545208333;0.00190661871434
5.0;0.321877916667;0.00151092497194
