Temperatur;Magnetisierung;statistischer Fehler
1.0;0.999227160494;3.76762399944e-05
1.5;0.984688024691;0.000442543065531
2.0;0.79073164609;0.00939900649371
2.5;0.314415390947;0.0038491567556
3.0;0.216609876543;0.00175529089163
3.5;0.180921975309;0.00139187101523
4.0;0.161645473251;0.00116441609811
4.5;0.149677160494;0.000999949426316
5.0;0.140729053498;0.00065393371048
