Temperatur;Magnetisierung;statistischer Fehler
1.0;0.999044533333;0.000102727600965
1.5;0.975256933333;0.00138222989566
2.0;0.819899733333;0.00520213381177
2.5;0.562610666667;0.00393882274572
3.0;0.4132624;0.00250194511353
3.5;0.340046933333;0.00251256418293
4.0;0.299803066667;0.00162103051448
4.5;0.275566133333;0.00190546238891
5.0;0.257961866667;0.00135971581345
