Temperatur;Magnetisierung;statistischer Fehler
1.0;0.99911537037;7.51429821345e-05
1.5;0.979263055555;0.00122278865592
2.0;0.802069259259;0.00507634020766
2.5;0.485064259259;0.00525407814368
3.0;0.340171296296;0.00271479962479
3.5;0.278975;0.00190598899976
4.0;0.246688148148;0.00175744237564
4.5;0.226058796296;0.00114340235952
5.0;0.212681203704;0.00145299856394
