Temperatur;Magnetisierung;statistischer Fehler
1.0;0.999237333333;3.9474323581e-05
1.5;0.985184933333;0.000211017050391
2.0;0.785283466667;0.00866979987364
2.5;0.273679533333;0.00438547956126
3.0;0.191728766667;0.00144939193802
3.5;0.161872633333;0.00124084892938
4.0;0.144859866667;0.000944074163753
4.5;0.134102466667;0.000810594928295
5.0;0.1264642;0.00072963805639
